4443  4482 I GGUFNativeStderr: tensor blk.20.attn_output.weight (0 MiB q5_0) buffer type overridden to Vulkan0
09-19 20:15:04.218  1186  4169 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:644)
09-19 20:15:04.218  1186  4169 W PlatformConfigurator: 	at java.lang.Thread.run(Thread.java:1012)
09-19 20:15:04.228  1186  2412 I NetworkScheduler.Stats: Task com.google.android.gms/com.google.android.gms.pay.gcmtask.PayGcmTaskService started execution. cause:7 exec_start_elapsed_seconds: 119 [CONTEXT service_id=218 ]
09-19 20:15:04.234   560   994 W IPCThreadState: Sending oneway calls to frozen process.
09-19 20:15:04.237  1557  4163 W ModuleInitIntentOp: Dropping unexpected action com.google.android.gms.phenotype.COMMITTED
09-19 20:15:04.237  1557  4163 W ModuleInitIntentOp: Dropping unexpected action com.google.android.gms.phenotype.COMMITTED
09-19 20:15:04.237  1557  4295 W ModuleInitIntentOp: Dropping unexpected action com.google.android.gms.phenotype.COMMITTED
09-19 20:15:04.237  1557  4295 I SyncIntentOperation: Handling the intent: Intent { act=com.google.android.gms.phenotype.COMMITTED pkg=com.google.android.gms cmp=com.google.android.gms/.chimera.GmsIntentOperationService (has extras) }. [CONTEXT service_id=80 ]
09-19 20:15:04.239  1557  4187 I MdiSyncModule: flag handling is skipping irrelevant intent.
09-19 20:15:04.239  1557  4187 I MlBenchmarkInstaller: Intent: com.google.android.gms.phenotype.COMMITTED [CONTEXT service_id=340 ]
09-19 20:15:04.239  1557  4187 I MlBenchmarkInstaller: COMMITTED Extra package name: com.google.android.gms.autofill [CONTEXT service_id=340 ]
09-19 20:15:04.240  1557  4099 W ModuleInitIntentOp: Dropping unexpected action com.google.android.gms.phenotype.COMMITTED
09-19 20:15:04.242  1186  4527 I PTCommittedOperation: Receive new configuration for com.google.android.gms.autofill
09-19 20:15:04.243  1557  4099 I LocationHistory: [IntentOperation] Handling action com.google.android.gms.phenotype.COMMITTED [CONTEXT service_id=314 ]
09-19 20:15:04.246  1186  4277 W PlatformConfigurator: Update for unknown DeviceConfig package com.google.android.gms.autofill [CONTEXT service_id=204 ]
09-19 20:15:04.246  1186  4277 W PlatformConfigurator: daaf: No package exists for config package: com.google.android.gms.autofill
09-19 20:15:04.246  1186  4277 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.b(:com.google.android.gms@242335041@24.23.35 (190800-646585959):233)
09-19 20:15:04.246  1186  4277 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.a(:com.google.android.gms@242335041@24.23.35 (190800-646585959):29)
09-19 20:15:04.246  1186  4277 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):207)
09-19 20:15:04.246  1186  4277 W PlatformConfigurator: 	at com.google.android.chimera.IntentOperation.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):2)
09-19 20:15:04.246  1186  4277 W PlatformConfigurator: 	at ajom.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):8)
09-19 20:15:04.246  1186  4277 W PlatformConfigurator: 	at pkf.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):70)
09-19 20:15:04.246  1186  4277 W PlatformConfigurator: 	at pke.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):152)
09-19 20:15:04.246  1186  4277 W PlatformConfigurator: 	at emsz.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):21)
09-19 20:15:04.246  1186  4277 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
09-19 20:15:04.246  1186  4277 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:644)
09-19 20:15:04.246  1186  4277 W PlatformConfigurator: 	at java.lang.Thread.run(Thread.java:1012)
09-19 20:15:04.255  1186  1200 I .gms.persistent: Background concurrent mark compact GC freed 21MB AllocSpace bytes, 20(556KB) LOS objects, 49% free, 22MB/44MB, paused 1.420ms,1.866ms total 148.562ms
09-19 20:15:04.259  1186  3012 W CCTFlatFileLogStore: Excessive logging: 8 events, 120198 bytes from log source PHENOTYPE last 5s
09-19 20:15:04.263  1557  4295 I GmsSyncPolicyEngine: Periodic sync 1 disabled by policy, cancelled.
09-19 20:15:04.264  1557  4349 W Pay     : Active account was null, notification task will be cancelled. [CONTEXT service_id=198 ]
09-19 20:15:04.273  1186  4277 W PlatformConfigurator: Update for unknown DeviceConfig package com.google.android.gms.home [CONTEXT service_id=204 ]
09-19 20:15:04.273  1186  4277 W PlatformConfigurator: daaf: No package exists for config package: com.google.android.gms.home
09-19 20:15:04.273  1186  4277 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.b(:com.google.android.gms@242335041@24.23.35 (190800-646585959):233)
09-19 20:15:04.273  1186  4277 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.a(:com.google.android.gms@242335041@24.23.35 (190800-646585959):29)
09-19 20:15:04.273  1186  4277 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):207)
09-19 20:15:04.273  1186  4277 W PlatformConfigurator: 	at com.google.android.chimera.IntentOperation.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):2)
09-19 20:15:04.273  1186  4277 W PlatformConfigurator: 	at ajom.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):8)
09-19 20:15:04.273  1186  4277 W PlatformConfigurator: 	at pkf.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):70)
09-19 20:15:04.273  1186  4277 W PlatformConfigurator: 	at pke.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):152)
09-19 20:15:04.273  1186  4277 W PlatformConfigurator: 	at emsz.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):21)
09-19 20:15:04.273  1186  4277 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
09-19 20:15:04.273  1186  4277 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:644)
09-19 20:15:04.273  1186  4277 W PlatformConfigurator: 	at java.lang.Thread.run(Thread.java:1012)
09-19 20:15:04.276  1557  4187 I HomeStub: HomeStub re-evaluating module downloads on phenotype flags update [CONTEXT service_id=336 ]
09-19 20:15:04.285  1557  4187 I HomeStubModuleLoader: No requirement for Home module found. [CONTEXT service_id=336 ]
09-19 20:15:04.286  1557  4187 W SystemServiceRegistry: No service published for: thread_network
09-19 20:15:04.286  1557  4187 I HomeStubModuleLoader: Not downloading Thread module: Thread feature not available. [CONTEXT service_id=336 ]
09-19 20:15:04.299  1557  4295 I GmsSyncPolicyEngine: Periodic sync 2 disabled by policy, cancelled.
09-19 20:15:04.299  1557  4349 I Pay     : [SeTosMigration] walletJpEligibility is not enabled [CONTEXT service_id=198 ]
09-19 20:15:04.299  1557  4352 I GmsSyncPolicyEngine: Periodic sync 4 disabled by policy, cancelled.
09-19 20:15:04.300  1557  4352 I GmsSyncPolicyEngine: Periodic sync 7 disabled
09-19 20:15:04.300  1557  4349 I Pay     : Wallet install state NOT_INSTALLED [CONTEXT service_id=198 ]
09-19 20:15:04.300  1557  4349 I Pay     : Migration flag not enabled. [CONTEXT service_id=198 ]
09-19 20:15:04.304  1186  2412 I NetworkScheduler.Stats: Task com.google.android.gms/com.google.android.gms.pay.gcmtask.PayGcmTaskService finished executing. cause:7 result: 1 elapsed_millis: 98 uptime_millis: 98 exec_start_elapsed_seconds: 119 [CONTEXT service_id=218 ]
09-19 20:15:04.305  1557  4295 I GmsSyncPolicyEngine: Periodic sync 3 disabled by policy, cancelled.
09-19 20:15:04.307   560   644 W IPCThreadState: Sending oneway calls to frozen process.
09-19 20:15:04.325  1186  3945 W PlatformConfigurator: Update for unknown DeviceConfig package com.google.android.gms.icing [CONTEXT service_id=204 ]
09-19 20:15:04.325  1186  3945 W PlatformConfigurator: daaf: No package exists for config package: com.google.android.gms.icing
09-19 20:15:04.325  1186  3945 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.b(:com.google.android.gms@242335041@24.23.35 (190800-646585959):233)
09-19 20:15:04.325  1186  3945 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.a(:com.google.android.gms@242335041@24.23.35 (190800-646585959):29)
09-19 20:15:04.325  1186  3945 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):207)
09-19 20:15:04.325  1186  3945 W PlatformConfigurator: 	at com.google.android.chimera.IntentOperation.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):2)
09-19 20:15:04.325  1186  3945 W PlatformConfigurator: 	at ajom.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):8)
09-19 20:15:04.325  1186  3945 W PlatformConfigurator: 	at pkf.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):70)
09-19 20:15:04.325  1186  3945 W PlatformConfigurator: 	at pke.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):152)
09-19 20:15:04.325  1186  3945 W PlatformConfigurator: 	at emsz.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):21)
09-19 20:15:04.325  1186  3945 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
09-19 20:15:04.325  1186  3945 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:644)
09-19 20:15:04.325  1186  3945 W PlatformConfigurator: 	at java.lang.Thread.run(Thread.java:1012)
09-19 20:15:04.332  1186  4277 W PlatformConfigurator: Update for unknown DeviceConfig package com.google.android.gms.playlog.uploader [CONTEXT service_id=204 ]
09-19 20:15:04.332  1186  4277 W PlatformConfigurator: daaf: No package exists for config package: com.google.android.gms.playlog.uploader
09-19 20:15:04.332  1186  4277 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.b(:com.google.android.gms@242335041@24.23.35 (190800-646585959):233)
09-19 20:15:04.332  1186  4277 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.a(:com.google.android.gms@242335041@24.23.35 (190800-646585959):29)
09-19 20:15:04.332  1186  4277 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):207)
09-19 20:15:04.332  1186  4277 W PlatformConfigurator: 	at com.google.android.chimera.IntentOperation.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):2)
09-19 20:15:04.332  1186  4277 W PlatformConfigurator: 	at ajom.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):8)
09-19 20:15:04.332  1186  4277 W PlatformConfigurator: 	at pkf.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):70)
09-19 20:15:04.332  1186  4277 W PlatformConfigurator: 	at pke.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):152)
09-19 20:15:04.332  1186  4277 W PlatformConfigurator: 	at emsz.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):21)
09-19 20:15:04.332  1186  4277 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
09-19 20:15:04.332  1186  4277 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:644)
09-19 20:15:04.332  1186  4277 W PlatformConfigurator: 	at java.lang.Thread.run(Thread.java:1012)
09-19 20:15:04.358  1557  1570 I gle.android.gms: Background concurrent mark compact GC freed 16MB AllocSpace bytes, 33(920KB) LOS objects, 49% free, 16MB/32MB, paused 218us,1.997ms total 118.826ms
09-19 20:15:04.368  1557  4187 W ModuleInitIntentOp: Dropping unexpected action com.google.android.gms.phenotype.COMMITTED
09-19 20:15:04.368  1557  4187 W ModuleInitIntentOp: Dropping unexpected action com.google.android.gms.phenotype.COMMITTED
09-19 20:15:04.368  1557  4295 W ModuleInitIntentOp: Dropping unexpected action com.google.android.gms.phenotype.COMMITTED
09-19 20:15:04.370  1557  4099 I SyncIntentOperation: Handling the intent: Intent { act=com.google.android.gms.phenotype.COMMITTED pkg=com.google.android.gms cmp=com.google.android.gms/.chimera.GmsIntentOperationService (has extras) }. [CONTEXT service_id=80 ]
09-19 20:15:04.371  1557  4099 I MdiSyncModule: flag handling is skipping irrelevant intent.
09-19 20:15:04.371  1557  4099 I MlBenchmarkInstaller: Intent: com.google.android.gms.phenotype.COMMITTED [CONTEXT service_id=340 ]
09-19 20:15:04.371  1557  4099 I MlBenchmarkInstaller: COMMITTED Extra package name: com.google.android.gms.smartdevice [CONTEXT service_id=340 ]
09-19 20:15:04.371  1557  4099 W ModuleInitIntentOp: Dropping unexpected action com.google.android.gms.phenotype.COMMITTED
09-19 20:15:04.372  1557  4099 I GmsSyncPolicyEngine: Periodic sync 1 disabled by policy, cancelled.
09-19 20:15:04.372  1557  4099 I GmsSyncPolicyEngine: Periodic sync 2 disabled by policy, cancelled.
09-19 20:15:04.372  1557  4099 I GmsSyncPolicyEngine: Periodic sync 3 disabled by policy, cancelled.
09-19 20:15:04.372  1557  4099 I LocationHistory: [IntentOperation] Handling action com.google.android.gms.phenotype.COMMITTED [CONTEXT service_id=314 ]
09-19 20:15:04.374  1186  4190 W PlatformConfigurator: Update for unknown DeviceConfig package com.google.android.gms.smartdevice [CONTEXT service_id=204 ]
09-19 20:15:04.374  1186  4190 W PlatformConfigurator: daaf: No package exists for config package: com.google.android.gms.smartdevice
09-19 20:15:04.374  1186  4190 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.b(:com.google.android.gms@242335041@24.23.35 (190800-646585959):233)
09-19 20:15:04.374  1186  4190 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.a(:com.google.android.gms@242335041@24.23.35 (190800-646585959):29)
09-19 20:15:04.374  1186  4190 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):207)
09-19 20:15:04.374  1186  4190 W PlatformConfigurator: 	at com.google.android.chimera.IntentOperation.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):2)
09-19 20:15:04.374  1186  4190 W PlatformConfigurator: 	at ajom.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):8)
09-19 20:15:04.374  1186  4190 W PlatformConfigurator: 	at pkf.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):70)
09-19 20:15:04.374  1186  4190 W PlatformConfigurator: 	at pke.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):152)
09-19 20:15:04.374  1186  4190 W PlatformConfigurator: 	at emsz.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):21)
09-19 20:15:04.374  1186  4190 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
09-19 20:15:04.374  1186  4190 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:644)
09-19 20:15:04.374  1186  4190 W PlatformConfigurator: 	at java.lang.Thread.run(Thread.java:1012)
09-19 20:15:04.376  1186  4277 I PTCommittedOperation: Receive new configuration for com.google.android.gms.smartdevice
09-19 20:15:04.379  1186  4190 W PlatformConfigurator: Update for unknown DeviceConfig package com.google.android.gms.phenotype [CONTEXT service_id=204 ]
09-19 20:15:04.379  1186  4190 W PlatformConfigurator: daaf: No package exists for config package: com.google.android.gms.phenotype
09-19 20:15:04.379  1186  4190 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.b(:com.google.android.gms@242335041@24.23.35 (190800-646585959):233)
09-19 20:15:04.379  1186  4190 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.a(:com.google.android.gms@242335041@24.23.35 (190800-646585959):29)
09-19 20:15:04.379  1186  4190 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):207)
